Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
23149,3,1,2,0,1,when stoni isn't doing his faggot gook speak he's actually funny
23150,3,0,3,0,1,when a bitch i don't like laugh at my joke http://t.co/9veupu85wj
23151,3,0,3,0,1,when a bitch all in ya mans face in public http://t.co/kxmi85gqp2
23152,3,0,3,0,1,when a chicks head is weak i just close my eyes and imagine me giving a bad bitch like zoe saldana back shots so i can get my nut off
23153,3,0,3,0,1,when a fat bitch want you and a skinny bitch can't cook nothin for you &#128514;&#128514;&#128514; these hoes ain't hungry &#128514;&#128514;
23154,3,0,3,0,1,when a girl asks me if i eat pussy... at first i don't even cause that's just a stupid question in itself
23155,3,1,2,0,1,"when a girl tried to argue with me whilst i was drunk, ""hes not done..."" ""you shut the fuck up bitch!"" im a nasty cunt whilst drunk #sarry"
23156,3,0,2,1,1,when a hoe go back to her roots
23157,3,0,3,0,1,when a hoe tryna get at you while ya girl is looking http://t.co/ihlzw7njke
23158,3,1,2,0,1,when a niggah think he gon come in-between me and my bestf &#128514;&#128514;&#128514;&#128514; i'll fuck you and her up &#128514;&#128076;
23159,3,2,1,0,0,when a pussy nigga socks you and doesn't knock you out.
23160,6,0,6,0,1,when a real niggah want you
23161,3,0,3,0,1,when a super bad bitch walk past u and u can't help but stare http://t.co/64iwjvx2xe
23162,3,0,0,3,2,"when all else fails, blast bare nips"
23163,6,1,5,0,1,"when bae dodges hoes cause he only want you &#128525;&#128553;

&#128514;&#128514; http://t.co/blyyoltp0k"
23164,3,0,3,0,1,when bae say she goin to the club with her girls i be outside that bitch at 2am like... http://t.co/yjowfmzikf
23165,3,1,2,0,1,when bitches i work with are on there period ...
23166,3,0,3,0,1,when bitches in the library start acting up http://t.co/x1qgftkb4o
23167,3,1,2,0,1,"when bitches know they feeling stupid, they keep there sentences short."
23168,3,0,3,0,1,"when bitches say ""i want to cuddle."" it real is them speaking in code saying they want the d"
23169,3,0,3,0,1,when bitches you don't like talk to you at work. #workproblems #workflow #byebitch https://t.co/gqzunhcvd3
23170,3,1,0,2,2,when did miley turn ghetto?
23171,3,1,2,0,1,"when did gum get so soft, you sons of bitches."
23172,3,0,1,2,2,when did it become cool to ne stupid? this teabagger debate is slim on facts at best.
23173,3,0,3,0,1,when ever you dog hoes really bad you end up w/ a girlfriend ...
23174,3,0,3,0,1,when ex girl friends get fat. that's god saying hey man.. you're welcome lmfao &#128514;&#128557; big ole bitch
23175,3,0,3,0,1,"when girls say like ohh i'm so ugly, like bitch you ain't fishing for compliments you're like deep sea diving, fuck!"
23176,3,0,3,0,1,when guys are more sentimental than most girls like man up pussy &#128530;&#128583;&#128581;
23177,3,0,2,1,1,when guys throw stupid bitch fits its like whyyyyy? grow some balls please. i have bigger balls than you.
23178,3,0,3,0,1,when her pussy doesn't taste like pineapples http://t.co/twpg0xxwbb
23179,3,0,3,0,1,when her pussy stank rt @basedgodtobi: when yo girl says she&#8217;s gonna let you hit tonight http://t.co/bf8bgcaoei http://t.co/g4k2dz4wsv
23180,3,0,3,0,1,when hoes be sayin they sexually frustrated or need some dick http://t.co/uavdkzbaut
23181,3,1,2,0,1,when hoes think i got sucker nigga written across my forehead...
23182,3,0,3,0,1,when i bitch fuck my hologram doe
23183,3,0,3,0,1,when i die bitch fuck my hologram doe* there taylor
23184,3,1,2,0,1,when i die throw a couple bad bitches in my casket
23185,3,0,3,0,1,when i die throw a couple bad bitches in my casket..
23186,3,0,3,0,1,when i see a super bad bitch and she happen to be from my city i just feel the need to shoot my shot.
23187,3,0,3,0,1,when it come to bitches.... niggas will get dirty
23188,6,3,1,2,0,"when it rains it's good ""go to the mall weather"" all the coons be at home"
23189,3,0,3,0,1,when it start raining bitches always wana get fucked bitch take a nap
23190,6,0,6,0,1,when it start thundering bitches be like i wana cuddle naw bitch you just wana excuse to suck a dick you and mimi sit tf down in a corner
23191,3,0,3,0,1,when its hot i wear whatever lol shit if could come out this bitch in briefs i would
23192,3,0,3,0,1,when jake from state farm keep calling yo bitch but yall got progressive http://t.co/dnb0q5phvk
23193,3,0,3,0,1,when lifes got ya down you just gotta get back up and pimp slap that hoe!!!!!
23194,3,0,3,0,1,when mfs tell you who you talk to and it ain't true..like no bitch!
23195,3,1,2,0,1,"when my friends are roastin my other friends and idk who to roast i'm just like wait ""who are your true nigs""&#128527;always da clan&#128111;&#128109;&#128129;"
23196,3,1,2,0,1,when my right hand get out niggas gon remember why we tru loyal pussy
23197,3,0,3,0,1,when my teacher says basic algebra i think of basic bitches&#128514;&#128514;
23198,3,0,3,0,1,"when nigga/bitch lose in a fight they favorite line is ""he/she only "" &#128514;"
23199,3,0,2,1,1,when niggas gimme their mixtape and it's trash #yeet #fatality https://t.co/i3drcdivn8
23200,3,1,2,0,1,when niggas say they like latinas they don't mean you fat bitches that smell like fajitas
23201,3,0,3,0,1,"when niggas wanna cheat they start an argument with their girl... ""bitch i told you i hate ketchup on my hotdogs, fuck this im out"""
23202,3,0,3,0,1,when people igg my text they get aired out in my head all types of bitches an dickheads &#128514;
23203,3,0,1,2,2,"when people label their name on there ghetto nano&lt;&lt;&lt;&lt;&lt; 

@stephyrae7"
23204,3,0,1,2,2,"when people really think i'm asian i get offended,
even though i make fun of my gook self"
23205,3,0,3,0,1,"when people tailgate, then pass you up, and look lol i just wave like hi bitch yeah i see you do i care fuck no pass me up"
23206,3,0,3,0,1,when ratchet bitches find out the club ain't 10$ to get in https://t.co/gejuiy1xg0
23207,3,0,3,0,1,when see u an oldhead rocking a bruce lee top with a durag on in the park randomly giving a group of street niggas a ghetto karate class
23208,3,0,3,0,1,when she wit me got yo bitch open
23209,3,0,3,0,1,when she's a straight up hoe but doesn't suck dick.
23210,3,0,3,0,1,"when somebody ask ""where da hoes at"" universal answer is ""shit u got em"""
23211,3,1,2,0,1,when that dyke almost came for me when i didn't send for her &lt;&lt;&lt;&lt;
23212,3,0,3,0,1,when the baddest bitch in school walk by http://t.co/5reiztq2ls
23213,3,1,2,0,1,"when the bitch playes with your emotions, an won't let you date. that's the moment where i wanna kick her straight in the vagina."
23214,3,0,3,0,1,"when the day goes bad just tell yourself ""were the pussy at!"" &#128514;"
23215,3,0,3,0,1,when the ghost picks u up after u dive in the pussy http://t.co/vbd4zhjrof
23216,3,0,3,0,1,when the pussy stank @mariekiebarone &#128514;&#128514;&#128514;&#128514;&#128514; http://t.co/x5livg2b0q
23217,3,0,3,0,1,when the teachers aid trys acting like she's the teacher... bitch please
23218,3,0,2,1,1,"when they bitch about ""carbon emissions"" tell them to stop breathing because exhaling adds carbon dioxide to the atmosphere..."
23219,3,0,3,0,1,when things don't go my way i'm a total bitch.&#128129;
23220,3,0,0,3,2,when this test is over today i'm making a pan of brownies. i'm going to lay in bed all day &amp; eat them until my heart is content. &#128524;
23221,6,0,6,0,1,"when u hitting it from the back u gotta call her ""bitch"" they love that but don't u dare call em ""slut"""
23222,3,1,2,0,1,"when u see that bitch in 5 months like"" yea im having a boy ! "" bitch u was twerking on dicc on vday #weknow"
23223,3,0,3,0,1,when was a hoe ever supposed to be loyal. i mean it wouldnt make em a hoe they'd be another housewife
23224,3,0,0,3,2,when will joe stop telling pbo how to do his job? you couldn't even keep a job in #teabagger florida. #morningjoe
23226,3,0,2,1,1,when women are so proud that they don't like to cook &amp; clean bitch stop being lazy.. it's not cute
23227,3,0,3,0,1,when you ain't had pussy in a hot minute... http://t.co/tp05ia7jbx
23228,3,1,2,0,1,when you catch yo bitch sending nudes to another nigga...
23229,3,1,0,2,2,when you colored every day is sunday
23230,3,0,3,0,1,"when you give somebody that ""bitch"" look"
23231,3,0,3,0,1,when you gotta boomin ass voice all you have to do is look at bitches and scream now. den ya in da pussy
23232,6,0,6,0,1,"when you have everything they want &amp; you're doing everything they can't, bitches are going to talk shit. don't let them stop your shine"
23233,3,0,3,0,1,when you hear ya homie with no hoes lying https://t.co/mphqak2qeg
23234,3,0,3,0,1,when you know for a fact you got a woman who loves you other bitches don't even matter.
23235,3,0,3,0,1,"when you realize how curiosity is a bitch. an should of let the unknown stay, unknown. #curiositykilledme"
23236,3,0,3,0,1,when you see @margiefaye about to fight a bitch .... http://t.co/kzonqkfvtb
23237,3,0,3,0,1,when you see a fat bitch wearing leggings and a belly shirt http://t.co/mn4zfw3p5g
23238,3,1,2,0,1,when you see kids being bad &amp; their parents just standing there &amp; you look @ em like bitch you ain't gon do somethin? http://t.co/1b822azxiq
23239,3,0,3,0,1,when you tell a dark skin bitch to send you some sexy shit http://t.co/f5rur3rklu
23240,3,1,2,0,1,when you told ya homie she was a hoe but he still wifed it &#8220;@lurk_god: caption this http://t.co/rgbqesssha&#8221;
23241,3,0,3,0,1,when you're grinding with a bitch and she's knocking you over with the booty http://t.co/uayef5mb0p
23242,3,1,2,0,1,when your nigga passes you a hoe http://t.co/itusp1wvoi
23243,3,0,3,0,1,when your side bitch won't leave http://t.co/gw00bnbzqr
23244,3,0,3,0,1,whenever i came to school fresh i took hella bathroom breaks just so the hoes could check me out &#128514;
23245,3,0,1,2,2,"whenever i see a pic captioned
""soft ghetto"" i log off for 25 minutes"
23246,3,0,3,0,1,whenever you need your hoe protected on social media or anywhere in the world? please contact @jperzell and he'll fight for that hoe.
23247,3,1,2,0,1,"where is vrsl, that nigger owes me 10 bucks"
23248,6,0,6,0,1,where a prego bitch when i need one i have no milk an a whole box of cinnamon toast crunch man
23249,3,1,2,0,1,where all the 2nd string bitches at?
23250,3,0,3,0,1,where are all those whiny bitches when kris left? how come lulu ain't gettin shit?
23251,3,0,3,0,1,where is @stephyrae7 ... i miss that bitch.
23252,3,0,3,0,1,where my bitches at mann
23253,3,0,3,0,1,where tf this bitch in the pink from? &#128514; this hoe pointless
23254,3,0,3,0,1,"where the bad bitches at? and by ""bad bitches"", i mean ""tacos""."
23255,3,0,3,0,1,where the bad bitches? huh? where ya hiding? *kanye voice*
23256,3,0,3,0,1,where the fair and reasonable women at? not these self righteous i deserve the world without working for it cuz i got a pussy bitches.
23257,3,0,3,0,1,where the girls at say happy birthday to me i need bitches on bitches like i got stacks on stacks
23258,6,0,6,0,1,where the hoes at ? we looking for the hoes ayeee
23259,6,1,5,0,1,where the hoes at...
23260,3,0,3,0,1,where this brolic bitch at ? lol http://t.co/c0ooydnq4m
23261,3,0,2,1,1,where this hoe benga at
23262,3,0,0,3,2,where would me life be without god and @levimitchell.....seriously i'd probably be living in a trash can haha!&#128514;
23263,3,0,3,0,1,where ya titties lil bitch?
23264,3,0,3,0,1,where's all my bitches....where did they goooo?
23265,3,0,3,0,1,"where's my money, bitch?"
23266,3,0,1,2,2,where's the part where fat amy goes err wop wobn wefo? #thingspeoplesay @fatamypost
23267,3,0,3,0,1,where's the pic of her standing again &#8220;@arlisdonotchill: this bitch looks like voltorb http://t.co/7cwatskjwc&#8221;
23268,6,0,6,0,1,where's this bitches parents tho. go home you thot.
23269,3,0,1,2,2,which expendable player can we put in with the sole objective of breaking beverley's jaw?
23270,6,1,5,0,1,which mean you hoes too stupid ion want it around me #youhavejustbeenblocked &#128679;
23271,3,1,2,0,1,"which one .. corey or cory.. or both &#128514;&#128514;&#8220;@illmatic_kid: ""he's half retarded""&#8221;"
23272,3,1,2,0,1,which one of you hoes then downloaded that jailmail app....
23273,3,0,0,3,2,"whipped cream &#9829;,&#9829; #endlesslove"
23274,3,0,0,3,2,whipped http://t.co/efsvjpqrwq
23275,3,0,0,3,2,whipped out some french in front of some babes at the post office. #winning
23276,3,1,2,0,1,white bitches be lovin da colored men
23277,3,3,0,0,0,white bus drivers are all white trash. #losangeles
23278,3,0,1,2,2,"white kids, black kids, yellow kids hell even purple kids, if you carry yourselves like daniel #geale you will go far. #gealemundine2"
23279,3,1,2,0,1,white people always gave yellow ass teeth
23280,3,0,2,1,1,white trash bash &#128540;&#127867; http://t.co/wxvvtem0fc
23281,3,2,1,0,0,white trash have taken over every charity organization in the us.
23282,3,3,0,0,0,white trash okies don't count as real white people. to count as a white person you have to count a person. okies aren't people.
23283,3,0,3,0,1,who da fuck is yo? idk nigguh
23284,6,0,6,0,1,who doesn't want a bad bitch?
23285,3,0,3,0,1,who ever did the beat on that wayne by chief that bitch a banger @chiefkeef #freewop #freeslick
23286,3,0,3,0,1,who fukn wit @rocko4real for real for real .. dat nicca be riding!!
23287,3,1,0,2,2,"who is john hanson? a ""black"" man, a moor, john hanson
was the first president of the united states! george... http://t.co/rpseqjd3"
23288,3,1,2,0,1,"who is that pink hat guy, cody? caleb? either way he is a over emotional bitch. #bb16"
23289,3,0,0,3,2,who needs an alarm when you have the worlds most annoying bird outside your window?!??
23290,3,0,0,3,2,"who remembers when we were in middle school/high school and would throw paper in the trash from our seat and yell ""kobe!"" lmfaoooo"
23291,3,0,3,0,1,who shot john lookin ass hoe
23292,3,2,1,0,0,who takes mid from the best midlaner na??? fuckin solo q fags.
23293,3,1,2,0,1,who tf make an account of another bitch... like you wanna be anotha bitch dat bad.. lmfaooo fat ass hoes
23294,3,0,3,0,1,who the fuck is this bitch with this cheap ass clown nose on my screen? your tired ass commercial. i would never book u for a party
23295,3,1,2,0,1,who the fuck made this cunt the authority on men?
23296,3,1,2,0,1,"who the fuck puts a block of cheese in they room without a refrigerator ghetto ass niggas eases, like that's just the thing to do wrong."
23297,3,0,3,0,1,"who the fuck still plays flappy bird? &#128514;

&#8220;@loren_travis: flappy bird feels like http://t.co/oq3jnn7fwo&#8221;"
23298,3,0,3,0,1,who the hell is gonna buy your shit when your dirty panties and trash are clearly in the background of the picture
23299,3,0,3,0,1,who the hell taught you how to fuck bitch toot it up
23300,3,0,3,0,1,who told this midget hoe to start stripping
23301,3,1,0,2,2,who wanna play pin da tail on da colored man's butt?
23302,6,2,4,0,1,who watches wrestling besides little kids and white trash?
23303,3,0,0,3,2,who would've known that jesus'll come back to the ghetto / on that level and that thorough like a black heroine.
23304,3,0,0,3,2,who'd have thought my redneck husband would claim the hipster glasses? http://t.co/vv6mzpq4ju
23305,3,0,3,0,1,who's a thottie? yous a thottie! who's a thottie? yous a thottie! yes you bitch! womp womp. &#128514;&#128514;&#128514; lord save these parched hoes
23306,3,0,3,0,1,who's baby is dat who's da man dat did dat 2 u gator's bitches best be using jimmys
23307,3,0,3,0,1,who's got the baddest pussy on the planet
23308,3,1,2,0,1,who's ready for nigger spam?
23309,3,0,3,0,1,"whoever came up with that "" i don't have no ex's "" sayin must've been a hoe"
23310,3,3,0,0,0,whoever had mr. ramlogan for uwi business law tho? racist mudda cunt
23311,3,1,2,0,1,whoever jumps in on a 1on1 is a bitch.
23312,3,0,0,3,2,whoever made these brownies and cookies belongs in heaven
23313,3,0,0,3,2,whoever mocks the poor insults his maker; he who is glad at calamity will not go unpunished. http://t.co/p7zwaoxi4l
23314,3,1,2,0,1,whole time your bitch on the phone moaning in me and my bitch ear though..
23315,3,0,0,3,2,"whoo? a new attraction in virginia city, birds of prey. meet this owl famous for his role in harry potter. http://t.co/1nfsh5sccr"
23316,3,0,0,3,2,whoooooaaa no chill savage &#8220;@cantbelocal: here monkey monkey http://t.co/wmz8s3j6ig&#8221;
23317,3,0,1,2,2,whoops bought snuggly hideous fuzzy boots because it's cold as balls all of a sudden
23318,3,0,3,0,1,whops @_jamaicajones yardie. go smoke a blunt and tell a nigga to come through. you are stressed
23319,6,0,5,1,1,whos pussy is it she said richie's
23320,3,0,3,0,1,why 2 dudes would wanna fuck the same bitch at the same time is far beyond me.
23321,3,0,0,3,2,why jon hates birds. http://t.co/vwxlbmj7fy
23322,3,0,0,3,2,why mcdonald's breakfast good but the lunch trash
23323,3,0,3,0,1,why all the bitches fake gay now?
23324,3,0,3,0,1,why am i being such a bitch today? #lol
23325,3,0,2,1,1,why are #teabaggers so interested in saving people who are muslim? does syria have oil? #morningjoe
23326,3,0,3,0,1,"why are nudes called nudes? i would rather be like "" hey girl send me the tits and ass hoe """
23327,3,0,1,2,2,why are people saying don't let guys treat you like a yellow starburst? that's my favorite.
23328,3,2,1,0,0,why are some people such faggots? like were you born that way or are you just that big of a douche bag.
23329,3,0,3,0,1,why are there so many hoes?
23330,3,0,3,0,1,why are you the only thick character in the game? why i gotta play a skinny bitch? @kimkardashian
23331,3,0,3,0,1,"why beg for nudes when you could fuck that bitch and make a video. staring yourself and you get some booty, win win."
23332,3,0,3,0,1,why bitches act like i can't read or like words don't have a meaning.
23333,3,0,3,0,1,why bitches get so hype an mad when u asked if they suck dick like yes or no telly tubby
23334,3,1,2,0,1,"why bitches quick to have a nigga baby, then be suprised when she taking care of it by herself?"
23335,3,1,2,0,1,why black girls gotta be thots? ain't nobody bringing up the fat white hoe you fucked back in middle school. #loveourwomen
23336,3,0,0,3,2,why can't i have colored eyes like my siblings &#128557;&#128557;
23337,3,0,3,0,1,why can't there be bomb single bitches available on tap?
23338,6,0,6,0,1,why can't you be humble like your moms and not hoes
23339,4,0,4,0,1,why did you release my nudes you cunt...? @sickgirl12345 http://t.co/nn4odizr8l
23340,6,1,5,0,1,why do i have the worst bm in the world smh this bitch the devil !
23341,3,0,3,0,1,why do i play these scary pc games? cuz im not a pussy and i like being scared shitless
23342,3,0,3,0,1,why do bitches come to school wearing stripper heels to school &#128563;&#128530; makes no sense!! &#128096;&#128581;
23343,3,0,3,0,1,why do bitches put fuck a bio in they bio?... technically u still wrote a bio.
23345,3,0,1,2,2,why do peeps gotta be mad ghetto nowadays? smh pull up your pants!
23346,3,1,2,0,1,"why do people bring their children to the salon, this mexican bitch needs her animals on a leash for real."
23347,3,1,2,0,1,"why do people use the eggplant emoji in reference to a dick? if your dick is purple with a green top, see a doctor bruh."
23348,3,3,0,0,0,why do so many filthy wetback half-breed spic savages live in #losangeles? none of them have any right at all to be here.
23349,3,0,3,0,1,why do some girls feel the need to be bitches for no reason at all
23350,3,0,3,0,1,"why do some scandalous niggas and hoes hate on a happy relationship? just let them be happy together, fuck"
23351,3,0,3,0,1,why do the#teabaggers like this bald asshole complain about how long a bill is? should we just draw you morons pictures. #morningjoe
23352,3,0,0,3,2,why do visiting teams whine about right field as if it is longer for their batters. #yankees #yankeestadium
23353,3,0,3,0,1,why do yall bitches act so childish
23354,3,0,2,1,1,why does @drake like serena williams? she looks like a tranny
23355,3,0,1,2,2,"why does msnbc have a ""news"" show that is 100% opinion &amp; right wing talking points? joe the nation is with pbo not u teabaggers #morningjoe"
23356,3,0,3,0,1,why does this bitch on the olympics have a giant band aid on that looks like mia designed it for american apparel?
23357,3,2,1,0,0,"why does this faggot in front of me have to get two dozen doughnuts right now, get the fuck on"
23358,3,0,3,0,1,"why don't you text your own mom, dumb bitch."
23359,3,0,3,0,1,why everybody so hype to see these famous people naked y'all hoes just alike they just got money &#128557;
23360,3,0,3,0,1,why everybody talking about rihanna nudes like she super cold naked? just cuz she famous huh? that hoe built like a bubble gum swirl!!
23361,3,0,3,0,1,why give a bitch an inch when she rather have 9 &#128520;
23362,6,0,6,0,1,why give a bitch ur heart when she'd rather have a purse. why give a bitch an inch when she'd rather have 9. these hoes aint loyal #lilwayne
23363,3,0,3,0,1,why he try say alexi stole jo bitch lmao
23364,3,0,3,0,1,"why hella bitches act like they got everything they have on they own, like no bitch you had some form of assistance"
23365,3,0,3,0,1,why is @red_is_raw such a bitch? i mean who gets mild salsa? his father should be ashamed...
23366,3,0,2,1,1,why is baltimore so damn ghetto &#128514;
23367,3,0,0,3,2,why is all these artist and new ones making so much trash?
23368,3,0,3,0,1,why is it always the fat bitches talking shit?
23369,3,0,3,0,1,why is it everytime i go to cracker barrel the girl with great tits that seats you who is your waitress nope its the chick with 2 teeth
23370,3,0,0,3,2,why is my mother bothering me about the trash? it's my day off leave me alone and stop nagging
23371,3,0,3,0,1,why is my phone being a fucking bitch
23372,3,1,2,0,1,why is that most of the niggas/bitches i use to fw like to sub me ? &#128514;&#128557;
23373,3,0,3,0,1,why is this bitch throwing condoms? lmao
23374,3,0,3,0,1,why isn't rogers in the game? what a pussy! no heart. not tough. where's the out cry? oh he's really hurt? no excuse. cutler's tougher...
23375,3,0,3,0,1,why niccas be hating tho lol .. let me live homie
23376,3,0,0,3,2,"why no boycott of racist ""redskins""?
#redskins
#changethename
#changethemascot"
23377,3,0,3,0,1,why tf are girls still virgins ????????? we only got 2 months to live bitch you better throw that ass back
23378,3,1,2,0,1,why the fuck am i getting notifications about two cunts getting married on facebook? i dini gie a fuck #getlost
23379,3,0,3,0,1,why the fuck are the @yankees throwing batting practice tonight? holy shit...
23380,3,0,3,0,1,why the fuck is this bitch calling me for
23381,3,0,3,0,1,"why the most ratchet bitches be talkin shit? y'all got nothing better to do but talk shit, pick up the liq, and hop on a dick."
23382,9,1,8,0,1,why the wifey type girls single and the hoes being cuffed though?
23383,3,0,3,0,1,why these bitches be gettin instagrams just to post pictures of other bitches?? i dont get it
23384,3,1,2,0,1,why these hoes always tryna be bitches? don't they know that hoes can't be bitches.. cause they hoes! @yuckhalin
23385,3,0,3,0,1,why these thirsty bitches trying to hit me up slide out of my kik lmfaoo &#128514;
23386,3,0,3,0,1,why was jorge zimmerman arrested? do prosecutors have a witness that saw zimmy attack traytray? are they afraid of the hoodie pussies?
23387,3,1,0,2,2,why won't we run the ball? our offensive coordinator is retarded
23388,6,1,5,0,1,why would i be mad at a bitch who couldn't pass the 10th grade &#128128; i'll wait
23389,3,0,3,0,1,why would i fuck a bitch that can't fuck? jus like u hoes don't want want a nigga wit a clit ticckler
23390,3,0,3,0,1,why would you date an ugly girl who is also a huge bitch?
23391,3,0,1,2,2,why would you think common is trash? tf
23392,3,0,3,0,1,why yall bitches be havin stretch marks on yall upper ass &#128514;&#128557;&#128557;
23393,3,0,2,1,1,"why yes, functioning tho rt @blaaksuedepumps: are you retarded?"
23394,3,0,3,0,1,"why you worried bout a bitch, weed, clothes,sex, game system, parties,chillin , but no job"
23395,6,0,6,0,1,why you fuckin wit a niggah if you aint fuckin wit a real niggah
23396,3,1,2,0,1,why you gotta be such a hoe smh i ain't captain save a hoe !!
23397,3,0,3,0,1,why you let these hoes tear what we had apart you shud be beware beware
23398,3,0,3,0,1,why you let these hoes tear what we had right apart
23399,3,0,3,0,1,why you shouldn't eat pussy unless you love her http://t.co/bkplt6d9ax
23400,3,0,3,0,1,why you stressin bout a bitch .
23401,3,0,3,0,1,why you talking to hoes about bro nem?! &#128548;
23402,3,2,1,0,0,why you think all these niggas end up with all these kids? fucking ugly bitches
23403,3,0,3,0,1,why you worried bout that other hoe? cuz that other hoe aint worried bout another hoe
23404,3,0,0,3,2,wicked oreo
23405,3,0,3,0,1,wifey had the hoes back then &#128514;&#128514;
23406,3,0,0,3,2,will hillary &#8216;dodo-bird&#8217; be dems 2016 candidate to take over obama's job as us prez? dog http://t.co/wflzyxmvk6 via @worldnetdaily
23407,3,0,0,3,2,will be interesting to watch how interlagos grips in this weekend. f1 cars basically the guinea pigs for wec later this month.
23408,3,0,3,0,1,will entertaining the hoes smh
23409,3,0,3,0,1,will you sell that pussy for me ?
23410,3,0,2,1,1,"will&#8217;s tweets scream &#8220;look at me, i&#8217;m a pansy ass bitch&#8221; like 5 of the 7 days in a week."
23411,3,1,2,0,1,wilson a hoe he said that shit 2 years ago
23412,3,0,3,0,1,winking emoji? i'm about to fuck her right in the pussy
23413,3,1,2,0,1,winn dixie is for real niggaz publix is for pussies
23414,3,0,2,1,1,winter time walking is no hoe !!! ctfu
23415,3,0,3,0,1,winter weather gon have a niggah in his feelings &#128544;&#128532;&#128527;&#128554;&#128149; .
23416,3,0,3,0,1,wintertime .. bout to turn the grind back on .. don't spent enough money wit u niccas
23417,3,0,3,0,1,wish @alliemathews would stop being lazy and be a little rebellious. come to indy bitch titz. @tyler_yost misses you
23418,3,2,1,0,0,wish i coulda said more to @emmaleeeparkerr tonight. good seeing you fag. &#128540;
23419,3,1,2,0,1,wish i got hoes like james bond
23420,3,1,2,0,1,wish i would let you dig in my pockets ... god bless you w/ breath in your body... lazy ass bitch get up &amp; start grinding
23421,3,0,3,0,1,wish i had a bad bitch tonight where they at?
23422,3,0,2,1,1,wish they'd teach tracee. rt @kanyebreast: all chihuahuas do that squinty eye shit. i think it's hilarious.
23423,3,0,3,0,1,with a pussy mullet
23424,6,0,1,5,2,with birds ill share this lonely view
23425,3,0,3,0,1,with my best bitches @nerissaloren @robertenders http://t.co/nsngq3q0
23426,3,1,2,0,1,with my partner in crime riri22barbie yesss &#128128; bitch stole my look! hah #vegasqueens #ladykimora &#128139;&#128139; http://t.co/wxkj826b1e
23427,9,1,7,1,1,"with no babymama drama , side hoes all that ...just fa me n only me !"
23428,3,0,0,3,2,with the birds i share this lonely view..
23429,6,0,5,1,1,"with the bitches @moonsnlullabies, @laleaa_, &amp; @dayreeee &#128109;&#128111; &#128139;&#128168; --- @hookahdrive"
23430,3,0,3,0,1,with yo twatching ass bitch!!
23431,3,0,0,3,2,"without serge, the bird chirps. the sun burns, the grass grows, the world turns. the moon glows, the river flows. but i die without serge."
23432,3,0,3,0,1,without the hoes it was gonna be hard for us to pick out good women so hoes you doing a good job .....keep on hoeing!
23433,3,0,3,0,1,wiz khalifa was the most influential rapper in my era. we seem to forget all the trends this nigguh started
23434,3,0,3,0,1,wiz lost his bitch to this nigga ain't no weed in the world strong enough to help him get over that http://t.co/l2xzruqwkp
23435,3,0,3,0,1,"wiz need to go back to the ""yeahhhhhhh bitch"" ""okkkk"" wiz"
23436,3,0,3,0,1,wiz thought he could turn his hoe into a house wife #shedontbelongtoyou #shebelongstotheworld
23437,3,0,3,0,1,wizard turned into a hoe after a break up
23438,3,0,3,0,1,woke up cold thenna bitch n stomach on flat fr &#128514;&#128514;&#128514; http://t.co/71ivr8islk
23439,3,0,3,0,1,woke up dis morning pockets filled with xtra pros might slide thru double o tonight n bless the hoes! -- #peezy
23440,3,0,3,0,1,woke up feeling like a bitch. gonna stop acting like a bitch over some weak shit and focus on myself now. its me time bruh
23441,3,0,3,0,1,"woke up the next morning like ""why in thee fuck did i donate my cheese to these skank hoes"" &#128532;"
23443,3,0,3,0,1,woman busting her ass to please you and you treat her like shit cuz you a immature ass lil boy. yeah fuck all you hoe ass niggas.
23444,3,0,2,1,1,woman have staring problems just as much as men..talking all this mumbo jumbo about men..i just give them retarded faces or ignore them..
23445,3,0,3,0,1,women can't do something called live life.apparently that's being a hoe.
23446,3,0,2,1,1,"women stay bragging about their mans penis and wonder why your friend fucked him....smh ....silly, silly hoe."
23447,3,0,3,0,1,"women use niggas all the time for monetary purposes and gain, if a bitch wanna buy me some sneakers i ain't turning shit down."
23448,3,1,2,0,1,"women want a best man holiday type of nigga meanwhile you have mad thot pics on ya gram talking about ""this could be us"" bitch die"
23449,3,2,1,0,0,women who are feminist are the ugly bitches who cant find a man for themselves
23450,3,0,0,3,2,"won't catch me sneak dissing, thats fo the birds."
23451,3,0,3,0,1,won't step dad me hoe. lol
23452,3,0,0,3,2,woot! rt @yankees: #yankees completed their sixth series sweep of the season and fourth at home.
23453,3,0,2,1,1,"word rt @maxin_betha: and pussy rt @humbltonbanks and snacks rt @aerin_marie: ladies, keep beer (cont) http://t.co/ssb5erhd"
23454,3,0,3,0,1,word to ray rice rt &#8220;@winningassnick: if i marry you ain't gone be no divorces bitch. only way outta this is in a box or in handcuffs.&#8221;
23455,3,0,0,3,2,word to my bird! http://plixi.com/p/60040730
23456,3,0,3,0,1,word up doe! gm rt @shik702 good morning....it's a celebration bitches!
23457,3,0,3,0,1,word... but what r dms? rt @bakegriffin a twitter crush is some bitch shit. man up &amp; enter her dm's bruh
23458,3,0,3,0,1,words for my single niggaz out here! too many bad bitches better than the last so never sweat a chick man they confused and that's ok.
23459,3,0,3,0,1,"work ,nigga fuck work!! it's friday bitches, fuck friday!! all about saturday !!! tomorrow will be epic!!"
23460,3,0,3,0,1,work be having a bitch enervated and shit.
